title,year,rating,votes
"Quo Vadis, Aida?",2020,8,41482
Rebecca,2020,6.1,49817
Relic,2020,6,32702
Riders of Justice,2020,7.5,74132
Rose Island,2020,7,27316
Run,2020,6.7,110652
Run Hide Fight,2020,6.3,29703
Sadak 2,2020,1.2,97132
Scoob!,2020,5.6,32460
Shadow in the Cloud,2020,5,34027
Shiva Baby,2020,7.1,41040
Sonic the Hedgehog,2020,6.5,189048
Soorarai Pottru,2020,8.6,131025
Soul,2020,8,440099
Spenser Confidential,2020,6.2,105367
Sputnik,2020,6.4,29658
Tanhaji: The Unsung Warrior,2020,7.5,38432
Tenet,2020,7.3,672967
Thappad,2020,7,27710
The Babysitter: Killer Queen,2020,5.8,58742
The Banker,2020,7.3,41954
The Call,2020,7.1,51643
The Call of the Wild,2020,6.7,63411
The Christmas Chronicles: Part Two,2020,6,40591
The Courier,2020,7.2,80766
The Croods: A New Age,2020,6.9,60058
The Dark and the Wicked,2020,6.1,28516
The Devil All the Time,2020,7.1,166644
The Dissident,2020,7.8,31006
The Dry,2020,6.8,39956
The Empty Man,2020,6.2,48050
The Father,2020,8.2,239921
The Forgotten Battle,2020,7.1,40569
The Half of It,2020,6.9,46748
The Hunt,2020,6.6,150477
The Invisible Man,2020,7.1,280028
The Kid Detective,2020,7,25125
The King of Staten Island,2020,7.1,81245
The Kissing Booth 2,2020,5.7,42803
The Lovebirds,2020,6.1,28948
The Midnight Sky,2020,5.7,93201
The New Mutants,2020,5.3,99902
The Night House,2020,6.4,76553
The Old Guard,2020,6.7,208105
The Prom,2020,5.9,30378
The Rental,2020,5.7,42812
The Silencing,2020,6.3,38134
The Social Dilemma,2020,7.6,93577
The SpongeBob Movie: Sponge on the Run,2020,5.9,25070
The Trial of the Chicago 7,2020,7.7,203586
The War with Grandpa,2020,5.7,27615
The Way Back,2020,6.7,56083
The Witches,2020,5.4,50819
The Wolf of Snow Hollow,2020,6.2,28561
The Wrong Missy,2020,5.8,49868
To All the Boys: P.S. I Still Love You,2020,6.1,52452
Trolls World Tour,2020,6.1,32272
Underwater,2020,5.9,106847
Unhinged,2020,6,85667
Wolfwalkers,2020,8,43948
Wonder Woman 1984,2020,5.3,308497
You Should Have Left,2020,5.4,30646
83,2021,7.5,42583
14 Peaks: Nothing Is Impossible,2021,7.7,33167
8-Bit Christmas,2021,6.7,25195
A Boy Called Christmas,2021,6.7,31106
A Hero,2021,7.5,32610
After Yang,2021,6.6,25915
American Underdog,2021,7.1,27695
Antim: The Final Truth,2021,6.1,43298
Antlers,2021,5.9,49061
Army of the Dead,2021,5.8,199137
Army of Thieves,2021,6.4,96736
Atrangi Re,2021,6.5,29151
Awake,2021,4.9,28532
Bad Trip,2021,6.5,28798
Beckett,2021,5.7,30348
Being the Ricardos,2021,6.5,46765
Belfast,2021,7.2,116542
Benedetta,2021,6.7,29232
Bhoot Police,2021,6.6,28290
Bhuj: The Pride of India,2021,4.2,26429
Black Widow,2021,6.6,470194
Blood Red Sky,2021,6.1,59753
Boiling Point,2021,7.5,54567
C'mon C'mon,2021,7.3,42348
Candyman,2021,5.9,82352
Chaos Walking,2021,5.7,62631
Chehre,2021,6.2,28897
Cherry,2021,6.6,41427
Cinderella,2021,4.4,49974
CODA,2021,8,202756
Coming 2 America,2021,5.3,80456
Copshop,2021,6.2,44027
Cruella,2021,7.3,291602
Cry Macho,2021,5.7,36187
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,8.4,35415
Dhamaka,2021,6.7,43892
Don't Breathe 2,2021,6,80587
Don't Look Up,2021,7.1,660118
Drishyam 2,2021,8.4,44260
Drive My Car,2021,7.5,75251
Dune: Part One,2021,8,1016446
Encanto,2021,7.2,292175
Escape Room: Tournament of Champions,2021,5.8,67424
Eternals,2021,6.2,421326
F9: The Fast Saga,2021,5.2,177319
Farha,2021,8,91059
Fatherhood,2021,6.6,46097
Fear Street: Part One - 1994,2021,6.2,108248
Fear Street: Part Three - 1666,2021,6.6,74295
Fear Street: Part Two - 1978,2021,6.7,88910
Finch,2021,6.9,109429
Free Guy,2021,7.1,480217
Ghostbusters: Afterlife,2021,7,238491
Godzilla vs. Kong,2021,6.3,263717
Gunpowder Milkshake,2021,6.1,55154
Halloween Kills,2021,5.5,107171
Haseen Dillruba,2021,6.9,34824
He's All That,2021,4.4,31900
Hitman's Wife's Bodyguard,2021,6.1,117921
House of Gucci,2021,6.6,173067
In the Heights,2021,7.2,55392
Infinite,2021,5.5,69700
Jai Bhim,2021,8.6,232482
Jolt,2021,5.6,38819
Judas and the Black Messiah,2021,7.4,113425
Jujutsu Kaisen 0,2021,7.8,57465
Jungle Cruise,2021,6.5,225076
Kate,2021,6.3,76094
King Richard,2021,7.5,168154
Lamb,2021,6.3,43999
Last Night in Soho,2021,7,197450
Licorice Pizza,2021,7.1,156880
Love Hard,2021,6.3,68201
Luca,2021,7.4,219167
Maanaadu,2021,8.1,27482
Malcolm & Marie,2021,6.6,43093
Malignant,2021,6.2,120115
Marcel the Shell with Shoes On,2021,7.6,33162
Master,2021,7.4,90237
Mimi,2021,7.8,45897
Minnal Murali,2021,7.8,34677
Mortal Kombat,2021,6.1,202040
Moxie,2021,6.7,30401
Munich: The Edge of War,2021,6.8,38984
Nightmare Alley,2021,7,180589
No Sudden Move,2021,6.4,44386
No Time to Die,2021,7.3,479284
Nobody,2021,7.4,383944
Old,2021,5.8,181476
Old Henry,2021,7.3,44031
Operation Mincemeat,2021,6.6,42829
Outside the Wire,2021,5.4,47930
Oxygen,2021,6.5,47628
Palmer,2021,7.3,50548
Parallel Mothers,2021,7.1,39776
Pig,2021,6.9,103147
Pleasure,2021,6.3,25871
Pushpa: The Rise - Part 1,2021,7.6,99221
Queenpins,2021,6.4,29026
Radhe,2021,1.8,181516
Raya and the Last Dragon,2021,7.3,185735
Red Notice,2021,6.3,349836
Red Rocket,2021,7.1,42046
Reminiscence,2021,5.9,70322
Resident Evil: Welcome to Raccoon City,2021,5.2,70427
Ron's Gone Wrong,2021,7.1,44698
Sardar Udham,2021,8.3,50231
Sarpatta Parambarai,2021,8.5,28292
Schumacher,2021,7.4,27313
Seaspiracy,2021,8.1,35399
Shang-Chi and the Legend of the Ten Rings,2021,7.3,480707
Shershaah,2021,8.3,135514
Shiddat,2021,7.6,26568
Sing 2,2021,7.3,99330
Snake Eyes,2021,5.4,47845
Sooryavanshi,2021,5.8,81024
Space Jam: A New Legacy,2021,4.5,85892
Space Sweepers,2021,6.5,30801
Spencer,2021,6.5,81313
Spider-Man: No Way Home,2021,8.2,996624
Spiral,2021,5.2,75992
Stillwater,2021,6.6,63224
Stowaway,2021,5.7,55969
Sweet Girl,2021,5.5,37663
Thalaivi,2021,5.9,31593
The Black Phone,2021,6.9,254794
The Boss Baby: Family Business,2021,5.9,25841
The Card Counter,2021,6.2,46772
The Conjuring: The Devil Made Me Do It,2021,6.2,165680
The Cost of Deception,2021,1.5,40877
The Dig,2021,7.1,88369
The Eyes of Tammy Faye,2021,6.6,57919
The Fallout,2021,7,41704
The Forever Purge,2021,5.4,48046
The French Dispatch,2021,7.1,164705
The Green Knight,2021,6.6,129473
The Guilty,2021,6.3,170956
The Hand of God,2021,7.3,53527
The Harder They Fall,2021,6.6,76553
The Hating Game,2021,6.2,34283
The Ice Road,2021,5.7,56038
The Innocents,2021,7,29382
The King's Man,2021,6.3,193421
The Kissing Booth 3,2021,4.8,26072
The Last Duel,2021,7.3,202887
The Little Things,2021,6.3,138840
The Lost Daughter,2021,6.7,80366
The Many Saints of Newark,2021,6.3,67927
The Map of Tiny Perfect Things,2021,6.8,32785
The Marksman,2021,5.7,48338
The Matrix Resurrections,2021,5.6,299890
The Mauritanian,2021,7.5,70890
The Mitchells vs. the Machines,2021,7.6,140112
The Power of the Dog,2021,6.8,220471
The Protégé,2021,6.1,41900
The Sadness,2021,6.5,25445
The Suicide Squad,2021,7.2,452134
The Tender Bar,2021,6.7,36890
The Tomorrow War,2021,6.6,249844
The Tragedy of Macbeth,2021,7.1,43596
The Trip,2021,6.9,30079
The Unforgivable,2021,7.2,126760
The Unholy,2021,5.1,30709
The Vault,2021,6.4,34762
The Voyeurs,2021,6.1,46377
The White Tiger,2021,7.1,68916
The Witcher: Nightmare of the Wolf,2021,7.2,54695
The Woman in the Window,2021,5.7,89079
The Worst Person in the World,2021,7.7,121013
Things Heard & Seen,2021,5.3,39770
Those Who Wish Me Dead,2021,6,77835
Thunder Force,2021,4.6,48062
"tick, tick... BOOM!",2021,7.5,127358
Till Death,2021,5.9,30600
Titane,2021,6.5,65113
To All the Boys: Always and Forever,2021,6.3,38509
Tom & Jerry,2021,5.3,42732
Toofaan,2021,6.1,53195
Vacation Friends,2021,6.3,33463
Venom: Let There Be Carnage,2021,5.9,298784
Voyagers,2021,5.5,29634
Werewolves Within,2021,6,28784
West Side Story,2021,7.1,121218
Willy's Wonderland,2021,5.5,43522
Wish Dragon,2021,7.2,38186
Without Remorse,2021,5.8,69929
Wrath of Man,2021,7.1,234428
Wrong Turn,2021,5.6,41431
Yes Day,2021,5.7,34229
Zack Snyder's Justice League,2021,7.9,468508
365 Days: This Day,2022,2.7,27704
777 Charlie,2022,8.7,46659
A Man Called Otto,2022,7.5,205222
A Thursday,2022,7.6,26983
Aftersun,2022,7.6,123778
Against the Ice,2022,6.5,31125
All Quiet on the Western Front,2022,7.8,307364
All the Old Knives,2022,6.2,31719
Ambulance,2022,6.1,111435
Amsterdam,2022,6.2,105705
An Action Hero,2022,7,33502
"Argentina, 1985",2022,7.6,35608
Athena,2022,6.8,25134
Avatar: The Way of Water,2022,7.5,592376
Babylon,2022,7.1,202403
Bachchhan Paandey,2022,5,37197
Barbarian,2022,7,252384
Beast,2022,5.2,38955
Beast,2022,5.6,47541
Bhediya,2022,6.7,28772
Bhool Bhulaiyaa 2,2022,5.7,35914
Black Adam,2022,6.1,300199
Black Crab,2022,5.7,28314
Black Panther: Wakanda Forever,2022,6.6,362876
Blacklight,2022,4.9,27974
Blonde,2022,5.4,77585
Bodies Bodies Bodies,2022,6.2,88297
Bones and All,2022,6.8,71038
Brahmastra Part One: Shiva,2022,5.6,115216
Bros,2022,6.3,39094
Bullet Train,2022,7.3,520560
Causeway,2022,6.6,26335
Cha Cha Real Smooth,2022,7.3,30650
Chip 'n Dale: Rescue Rangers,2022,6.9,50397
Choose or Die,2022,4.8,28476
Chup,2022,7.5,27396
Close,2022,7.8,46291
"Confess, Fletch",2022,6.4,26761
Crimes of the Future,2022,5.8,46234
Dasvi,2022,7.3,62534
Day Shift,2022,6.1,97966
DC League of Super-Pets,2022,6.8,79397
Death on the Nile,2022,6.3,207377
Decision to Leave,2022,7.3,66503
Deep Water,2022,5.5,69372
Devotion,2022,6.6,32019
Disenchanted,2022,5.6,29354
Do Revenge,2022,6.3,56150
Doctor Strange in the Multiverse of Madness,2022,6.9,535594
Dog,2022,6.5,51538
Don't Worry Darling,2022,6.3,173867
Downton Abbey: A New Era,2022,7.4,37671
Drishyam 2,2022,8.2,51010
Elvis,2022,7.3,258026
Emancipation,2022,6.3,30741
Emily the Criminal,2022,6.7,66337
Empire of Light,2022,6.7,26930
Enola Holmes 2,2022,6.8,115957
Everything Everywhere All at Once,2022,7.7,618327
Fall,2022,6.4,131450
Falling for Christmas,2022,5.3,33654
Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,190012
Father Stu,2022,6.5,35468
Firestarter,2022,4.6,25316
Freddy,2022,7.3,36463
Fresh,2022,6.7,90524
Gangubai Kathiawadi,2022,7.8,66445
Gehraiyaan,2022,5.6,45069
Girl in the Picture,2022,7.3,25007
Glass Onion,2022,7.1,510699
God's Crooked Lines,2022,7.1,28340
"Good Luck to You, Leo Grande",2022,7.2,43617
Guillermo del Toro's Pinocchio,2022,7.6,141916
Halloween Ends,2022,5,81765
Hellraiser,2022,5.9,54826
Heropanti 2,2022,2.2,28117
Hocus Pocus 2,2022,6,58804
Holy Spider,2022,7.3,31291
Hotel Transylvania 4: Transformania,2022,6,46356
Hustle,2022,7.3,161225
I Came By,2022,6.2,38469
I Want You Back,2022,6.5,26929
Incantation,2022,6.3,28427
Interceptor,2022,4.7,29297
Jackass Forever,2022,6.8,54334
Jayeshbhai Jordaar,2022,6,44388
Jerry and Marge Go Large,2022,6.9,33211
Jhund,2022,7.4,26167
Jug Jugg Jeeyo,2022,6.1,43324
Jurassic World: Dominion,2022,5.6,240819
K.G.F: Chapter 2,2022,8.2,167428
Kantara,2022,8.1,115340
Karthikeya 2,2022,7.8,65067
Kimi,2022,6.3,42685
Laal Singh Chaddha,2022,5.6,181135
Lady Chatterley's Lover,2022,6.6,26958
Last Seen Alive,2022,5.7,35521
Liger,2022,2.6,49161
Lightyear,2022,6.1,134454
Living,2022,7.2,38919
Look Both Ways,2022,6.3,26691
Lou,2022,6.1,37767
Luck,2022,6.5,34649
Luckiest Girl Alive,2022,6.4,59503
M3GAN,2022,6.3,178581
Major,2022,8.1,34045
Marry Me,2022,6.1,47642
Matilda: The Musical,2022,7,32558
Me Time,2022,5.1,44723
Memory,2022,5.8,41407
Men,2022,6,76854
Metal Lords,2022,6.7,36209
Minions: The Rise of Gru,2022,6.5,103150
Moonfall,2022,5.2,111074
Morbius,2022,5.1,169454
Mr. Harrigan's Phone,2022,6,43683
Mrs. Harris Goes to Paris,2022,7.1,36302
My Policeman,2022,6.6,25362
Navalny,2022,7.8,47853
No Exit,2022,6.2,38172
Nope,2022,6.8,310812
One Piece Film: Red,2022,6.7,25881
Orphan: First Kill,2022,5.9,53146
Pearl,2022,7,154963
Persuasion,2022,5.8,39535
Pinocchio,2022,5.1,46075
Ponniyin Selvan: Part I,2022,7.5,38278
Prey,2022,7.1,266427
Purple Hearts,2022,6.7,69105
Puss in Boots: The Last Wish,2022,7.8,218880
Radhe Shyam,2022,5.2,33189
Raksha Bandhan,2022,5.5,31596
Rocketry: The Nambi Effect,2022,8.6,61683
RRR,2022,7.8,200680
Runway 34,2022,7,31492
Samaritan,2022,5.7,60673
Samrat Prithviraj,2022,5.5,53929
Scream,2022,6.3,182032
See How They Run,2022,6.5,72652
Senior Year,2022,5.5,47594
Shamshera,2022,4.7,57686
She Said,2022,7.3,48804
Shotgun Wedding,2022,5.5,42180
Sisu,2022,6.9,113535
Sita Ramam,2022,8.5,82098
Slumberland,2022,6.7,35574
Smile,2022,6.5,233276
Sonic the Hedgehog 2,2022,6.5,113497
Speak No Evil,2022,6.6,62329
Spiderhead,2022,5.5,71968
Spirited,2022,6.6,59059
Strange World,2022,5.7,50048
Suzume,2022,7.6,59985
Talk to Me,2022,7.1,208345
Tár,2022,7.4,108079
Terrifier 2,2022,6,80436
Texas Chainsaw Massacre,2022,4.7,69141
The 355,2022,5.6,43089
The Adam Project,2022,6.7,254110
The Bad Guys,2022,6.9,77214
The Banshees of Inisherin,2022,7.7,290441
The Batman,2022,7.8,910613
The Blackening,2022,6,26368
The Bubble,2022,4.7,30212
The Contractor,2022,5.8,34495
The Fabelmans,2022,7.5,132689
The Good Nurse,2022,6.8,89079
The Gray Man,2022,6.5,268123
The Greatest Beer Run Ever,2022,6.8,36010
The House,2022,6.8,25351
The Invitation,2022,5.3,40076
The Kashmir Files,2022,8.5,578409
The Legend,2022,4.6,29522
The Lost City,2022,6.1,174550
The Man from Toronto,2022,5.8,65771
The Menu,2022,7.2,485491
The Northman,2022,7,294046
The Outfit,2022,7.2,84572
The Pale Blue Eye,2022,6.6,138675
The Prototype,2022,2.3,47555
The Quiet Girl,2022,7.7,27662
The School for Good and Evil,2022,5.9,41310
The Sea Beast,2022,7,64300
The Stranger,2022,6.6,29934
The Swimmers,2022,7.4,39887
The Tinder Swindler,2022,7.1,77112
The Unbearable Weight of Massive Talent,2022,7,176620
The Weekend Away,2022,5.7,35321
The Whale,2022,7.6,275367
The Woman King,2022,6.9,81898
The Wonder,2022,6.6,48701
Thirteen Lives,2022,7.8,77528
Thor: Love and Thunder,2022,6.1,452050
Three Thousand Years of Longing,2022,6.7,71553
Ticket to Paradise,2022,6.1,80246
Top Gun: Maverick,2022,8.2,838535
Triangle of Sadness,2022,7.2,211855
Troll,2022,5.8,57574
Turning Red,2022,6.9,170973
Uncharted,2022,6.3,294469
Vengeance,2022,6.8,41244
Vesper,2022,6,26734
Vikram,2022,8.3,88128
Vikram Vedha,2022,7.1,27192
Vikrant Rona,2022,6.9,29504
Violent Night,2022,6.7,120253
Watcher,2022,6.3,60190
Weird: The Al Yankovic Story,2022,6.8,47602
What Is a Woman?,2022,8.1,47241
Where the Crawdads Sing,2022,7.2,155143
White Noise,2022,5.7,47276
Whitney Houston: I Wanna Dance with Somebody,2022,6.6,26641
Windfall,2022,5.7,28250
Women Talking,2022,6.9,62837
X,2022,6.5,220248
12th Fail,2023,8.7,165920
20 Days in Mariupol,2023,8.6,42811
65,2023,5.4,104506
A Good Person,2023,7.1,28382
A Haunting in Venice,2023,6.5,138786
A Million Miles Away,2023,7.3,25662
Adipurush,2023,2.6,136863
Air,2023,7.4,191293
All of Us Strangers,2023,7.6,76836
American Fiction,2023,7.5,131382
Anatomy of a Fall,2023,7.6,203839
Animal,2023,6.2,112950
Ant-Man and the Wasp: Quantumania,2023,6,263925
Anyone But You,2023,6.1,164929
Aquaman and the Lost Kingdom,2023,5.6,114911
"Are You There God? It's Me, Margaret.",2023,7.3,36902
Asteroid City,2023,6.4,141740
Barbie,2023,6.8,654761
Beau Is Afraid,2023,6.6,77062
Bholaa,2023,5.8,25903
Bird Box: Barcelona,2023,5.3,28395
BlackBerry,2023,7.3,66605
Blue Beetle,2023,5.9,114737
Boston Strangler,2023,6.5,40375
Bottoms,2023,6.7,55900
Boy Kills World,2023,6.4,39189
Champions,2023,6.8,35790
Chicken Run: Dawn of the Nugget,2023,6.3,28477
Chor Nikal Ke Bhaga,2023,7.2,56146
Cobweb,2023,5.9,45415
Cocaine Bear,2023,5.9,124746
Creed III,2023,6.7,105158
Culpa Mía,2023,6.1,42189
Dream Scenario,2023,6.8,91540
Dumb Money,2023,6.8,61485
Dungeons & Dragons: Honor Among Thieves,2023,7.2,269921
Dunki,2023,6.5,85108
Elemental,2023,7,160011
Evil Dead Rise,2023,6.5,164256
Extraction II,2023,7,170036
Fair Play,2023,6.4,45872
Fallen Leaves,2023,7.3,35545
Family Switch,2023,5.7,32796
Fast Charlie,2023,6,27906
Fast X,2023,5.7,142794
Ferrari,2023,6.4,66070
Five Nights at Freddy's,2023,5.4,133034
Freelance,2023,5.6,28413
Fukrey 3,2023,5.5,25860
Gadar 2,2023,5.1,25235
Gaslight,2023,5.8,26384
Ghosted,2023,5.8,78417
Godzilla Minus One,2023,7.7,198555
Gran Turismo,2023,7.1,131800
Guardians of the Galaxy Vol. 3,2023,7.9,459179
Haunted Mansion,2023,6,49591
Heart of Stone,2023,5.7,67548
Hi Nanna,2023,8.3,25480
Hit Man,2023,6.8,126639
Hypnotic,2023,5.5,45259
In the Land of Saints and Sinners,2023,6.4,29831
Indiana Jones and the Dial of Destiny,2023,6.5,229046
Infinity Pool,2023,6,72321
Insidious: The Red Door,2023,5.5,62369
Jailer,2023,7.2,45265
Jawan,2023,6.9,109655
John Wick: Chapter 4,2023,7.6,402472
Joy Ride,2023,6.4,29795
Kaiva,2023,7.7,69626
Kandahar,2023,6.1,45724
Kho Gaye Hum Kahan,2023,7.3,31569
Kill,2023,7.4,45542
Killers of the Flower Moon,2023,7.5,299772
Kisi Ka Bhai Kisi Ki Jaan,2023,3.9,41900
Knock at the Cabin,2023,6.1,139569
Knox Goes Away,2023,7,29550
Late Night with the Devil,2023,7,142326
Leave the World Behind,2023,6.4,238043
Lee,2023,6.9,32500
Leo,2023,7.2,72987
Leo,2023,7,44930
Lost Ladies,2023,8.3,57756
Love at First Sight,2023,6.8,41648
Lust Stories 2,2023,5.7,52005
Luther: The Fallen Sun,2023,6.4,71594
Maestro,2023,6.5,68666
May December,2023,6.7,71894
Meg 2: The Trench,2023,5,99570
Migration,2023,6.6,45174
Missing,2023,7.1,70729
Mission Majnu,2023,6.9,45476
Mission: Impossible - Dead Reckoning Part One,2023,7.6,320718
Monster,2023,7.8,39677
Murder Mystery 2,2023,5.7,81936
Napoleon,2023,6.3,182510
Nefarious,2023,6.4,37952
Next Goal Wins,2023,6.5,30658
Nimona,2023,7.5,60682
No Hard Feelings,2023,6.3,210604
No One Will Save You,2023,6.2,77863
Nowhere,2023,6.3,47825
Nyad,2023,7.1,44239
Old Dads,2023,6.2,46657
OMG 2,2023,7.5,47133
One Life,2023,7.5,38337
Operation Fortune: Ruse de Guerre,2023,6.3,107780
Oppenheimer,2023,8.2,990010
Pain Hustlers,2023,6.6,54156
Paradise,2023,6.3,25011
Past Lives,2023,7.8,166866
Pathaan,2023,5.8,165279
Perfect Days,2023,7.9,97943
Peter Pan & Wendy,2023,4.4,30169
Plane,2023,6.5,102037
Poor Things,2023,7.8,381843
Priscilla,2023,6.4,52251
Reality,2023,6.7,29085
Rebel Moon - Part One: A Child of Fire,2023,5.6,139036
"Red, White & Royal Blue",2023,7,62750
Renfield,2023,6.4,118028
Reptile,2023,6.8,107600
Retribution,2023,5.3,27601
Rocky Aur Rani Kii Prem Kahaani,2023,6.5,50437
Salaar,2023,6.7,77838
Saltburn,2023,7,257106
Satyaprem Ki Katha,2023,6.6,31577
Saw X,2023,6.6,95292
Scream VI,2023,6.4,146030
Sharper,2023,6.7,37946
Shazam! Fury of the Gods,2023,5.9,143170
Shehzada,2023,4.5,32175
Silent Night,2023,5.3,27468
Sing Sing,2023,7.6,27854
Sirf Ek Bandaa Kaafi Hai,2023,8,30914
Society of the Snow,2023,7.8,170018
Sound of Freedom,2023,7.6,135037
Spider-Man: Across the Spider-Verse,2023,8.5,502557
Strange Darling,2023,7,66057
Strays,2023,6.3,37255
Surongo,2023,6.9,30555
Taylor Swift: The Eras Tour,2023,8,25471
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,7.2,76861
Tetris,2023,7.4,104128
Thanksgiving,2023,6.2,78815
The Archies,2023,4.2,53481
The Bikeriders,2023,6.6,75412
The Boogeyman,2023,5.9,52902
The Boy and the Heron,2023,7.3,122358
The Boys in the Boat,2023,7,29494
The Burial,2023,7.1,42065
The Covenant,2023,7.5,203410
The Creator,2023,6.7,193304
The Equalizer 3,2023,6.8,157390
The Exorcist: Believer,2023,4.8,50017
The Expendables 4,2023,4.8,53737
The Family Plan,2023,6.3,61729
The Flash,2023,6.6,244133
The Holdovers,2023,7.9,241205
The Hunger Games: The Ballad of Songbirds & Snakes,2023,6.6,176074
The Iron Claw,2023,7.6,115316
The Kerala Story,2023,6.8,77905
The Killer,2023,6.7,219437
The Last Kingdom: Seven Kings Must Die,2023,6.9,42521
The Last Voyage of the Demeter,2023,6.1,68831
The Little Mermaid,2023,7.2,176847
The Marvels,2023,5.5,160043
The Mother,2023,5.6,52134
The Nun II,2023,5.6,79144
The Out-Laws,2023,5.4,40920
The Pope's Exorcist,2023,6.1,100474
The Promised Land,2023,7.7,38795
The Super Mario Bros. Movie,2023,7,281620
The Teachers' Lounge,2023,7.4,29016
The Three Musketeers - Part I: D'Artagnan,2023,6.7,26259
The Vaccine War,2023,7.1,25360
The Zone of Interest,2023,7.3,161433
They Cloned Tyrone,2023,6.6,46961
Thunivu,2023,6.1,30645
Tiger 3,2023,5.6,56169
To Catch a Killer,2023,6.6,55445
Totally Killer,2023,6.5,67412
Transformers: Rise of the Beasts,2023,6,128794
Tu Jhoothi Main Makkaar,2023,6,30266
Varisu,2023,5.9,41014
We Have a Ghost,2023,6.1,36449
When Evil Lurks,2023,6.9,59021
Wicked Little Letters,2023,7,42355
Winnie-the-Pooh: Blood and Honey,2023,2.9,36335
Wish,2023,5.6,49342
Woman of the Hour,2023,6.6,71806
Wonka,2023,6.9,188850
You Are So Not Invited to My Bat Mitzvah,2023,5.9,27513
You People,2023,5.5,66675
Your Place or Mine,2023,5.7,43934
A Complete Unknown,2024,7.3,111026
A Different Man,2024,6.9,36339
A Family Affair,2024,5.4,39222
A Quiet Place: Day One,2024,6.3,169387
A Real Pain,2024,7,136463
Aavesham,2024,7.8,32226
Abigail,2024,6.5,111385
Alien: Romulus,2024,7.1,277553
Anora,2024,7.4,258506
Arcadian,2024,5.5,26871
Argylle,2024,5.6,98004
Arthur the King,2024,7,37821
Article 370,2024,7.8,27070
Atlas,2024,5.6,58800
Auron Mein Kahan Dum Tha,2024,6.2,41207
Babygirl,2024,5.8,77488
Back to Black,2024,6.3,29477
Bad Boys: Ride or Die,2024,6.5,110026
Bad Newz,2024,4.7,27490
Bade Miyan Chote Miyan,2024,3.7,40626
Beetlejuice Beetlejuice,2024,6.6,169178
Better Man,2024,7.5,43263
Beverly Hills Cop: Axel F,2024,6.4,85963
Bhool Bhulaiyaa 3,2024,4.6,78685
Blink Twice,2024,6.5,123115
Bob Marley: One Love,2024,6.2,37962
Borderlands,2024,4.7,55425
Caddo Lake,2024,6.8,51964
Carry-On,2024,6.5,188476
Challengers,2024,7,172576
Chandu Champion,2024,7.8,36332
Civil War,2024,7,260381
Color of Victory,2024,6.1,40497
Conclave,2024,7.4,247168
Crew,2024,5.8,39310
Cuckoo,2024,5.7,32714
Damsel,2024,6.1,116705
Deadpool & Wolverine,2024,7.5,548308
Despicable Me 4,2024,6.2,74927
